"","Incident ID","Date","Time","Location","Infraction Categories","Infractions","Status","Description","Support:Called Guard?","Support:Special Duty Officer assisted?","Support:Called Police (911)?","Support:Did police respond?","Support:Filled out online police report?","Support:Called EMT?","Support:Called crisis line?","Support:Did crisis line respond?","Support:Called Fire Dept?","masked_reporter","Followup_binary","Date2","time_parsed","time_24h","time_12h","Location_Standard","hour_group","hour_label"
"194","22296","3/17/2023","15:40:00","Eckstrom-Columbus Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.7.3 Harassment: Profane, offensive, abusive language    1.1.7.4 Bullying per Pima County B.O.S. Policy D 23.1.    Dangerous, Threatening, or Illegal Conduct: Other not listed: Threatening to fight other youth patrons, taking off belt and swinging","Submitted","Cayden and another boy were on the teen computers next to three of our regular teens.  Mgr KW was informed by desk staff that an altercation might be occurring outside.  When she went out the West doors she found Cayden and his friend taunting and threatening Abraham who had followed them outside after reportedly being bullied and threatened at the computers. Cayden's friend continued to threaten and harass Abraham despite the fact that KW, guard CS and Lib II AG were outside and trying to de-escalate them. After about 5 minutes of him threatening Abraham and disregarding KW's attempts to talk to them, including the friend taking off his belt in a threatening way and trying to reach Abraham, they walked away. As they walked away, KW tried to communicate again and the friend began filming her on his phone and saying he was going to call his mom while KW was still 20 or more feet away from him.  A police car happened to pull up and ask if everything was ok and the two crossed 22nd street at the light.","Yes","No","No","No","No","No","No","No","No","ID_0015",1,2023-03-17,0-01-01 15:40:00,"15:40:00","03:40:00 PM","Eckstrom-Columbus",0-01-01 15:00:00,"15:00-15:59"
"195","22297","3/20/2023","11:30:00","Santa Rosa Library","###############################################################################################################################################################################################################################################################","Disruptive Personal Behavior    2.14 Any other behavior that seriously disrupts library operations or the use of the library by others: Concerning Note~Medical 911","Submitted","Around 11:00 a regular patron comes in to get some pantry items and milk for herself and her camp. After giving her the items she asks for a pen. Around 11:30 when she was leaving the library, she hands LA CR a note and asks to give it to LIC VV or Guard VY. LA CR went to give it to LIC VV and VV read the note that had saw that it was a web of names connected to ""my camp"". The note implies that this is a list of people that are hurting her due to a head injury with a note at the bottom saying that she thinks of suicide. LA CR called the crisis line and due to a lack of personal information, the crisis line was not able to help. The crisis line suggests calling the next time patron comes in.","No","No","No","No","No","No","Yes","Yes","No","ID_0031",0,2023-03-20,0-01-01 11:30:00,"11:30:00","11:30:00 AM","Santa Rosa",0-01-01 11:00:00,"11:00-11:59"
"196","22298","3/20/2023","13:40:00","Joel Valdez Main Library","Disruptive Personal Behavior","Disruptive Personal Behavior    2.1.2 Disruptive use of personal devices","Submitted","A patron complained that the man on computer #5 was talking loudly. He said that it sounded like the man was talking to a woman and he was being hostile and using bad language like the f-word. 
LIC DSL caught up with the man as he was leaving the lab. She recognized him as the same person she had spoken with the week prior about using a loud voice in the third floor computer lab. Last week, the man had been on a headset and appeared to be watching and talking to a Youtube video. Today it was unclear if he was talking to an actual person or the computer. 
DSL told him she'd gotten a complaint about his language and reminded him that the 3rd floor was the quiet floor. She (assuming he had been talking to a person) said phone calls while on the computer would need to be done on the 1st floor, or he could use the stairwell. He said he understood and that he was leaving the library.","Yes","No","No","No","No","No","No","No","No","ID_0011",1,2023-03-20,0-01-01 13:40:00,"13:40:00","01:40:00 PM","Joel D. Valdez-Main",0-01-01 13:00:00,"13:00-13:59"
"197","22308","3/20/2023","16:10:00","Joel Valdez Main Library","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior","Dangerous, Threatening, or Illegal Conduct    1.1.7 Harassing or stalking    1.1.7.2 Harassment: Conduct, stares, or gestures causing fear of safety, distress, alarm, harassment    1.1.7.3 Harassment: Profane, offensive, abusive language~Disruptive Personal Behavior","Submitted","A regular patron named Steve came up to the 1st floor front desk to voice a concern about Guard J to library staff DD MA and L2 KW. He began a long-winded diatribe against her, stating that she was stealing $1000 a week from him, that she was working with Kid Rock, and also mentioned that she had dealings with pedophilia. He was extremely upset and agitated during the course of his accusations and wanted library staff to report his concerns. Staff said that we would document his concern. He then left the library.
Steve has been a regular patron at the library and his behavior has usually been civil, but he has more recently been observed as staring aggressively at Guard J, and is now accusing of her falsehoods.","No","No","No","No","No","No","No","No","No","ID_0007",0,2023-03-20,0-01-01 16:10:00,"16:10:00","04:10:00 PM","Joel D. Valdez-Main",0-01-01 16:00:00,"16:00-16:59"
"198","22300","3/21/2023","10:45:00","Himmel Park Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.9 Trespassing","Submitted","Suspended customer entered the library and was recognized by staff and guard. He was reminded of his suspension and left the building peacefully.","Yes","No","No","No","No","No","No","No","No","ID_0009",0,2023-03-21,0-01-01 10:45:00,"10:45:00","10:45:00 AM","Himmel Park",0-01-01 10:00:00,"10:00-10:59"
"199","22301","3/21/2023","11:24:00","Frank De La Cruz-El Pueblo Library","No Infractions Set","No Infractions Set","Submitted","Patron Kirk S Meyer came into the branch wearing his pants well below his waist, below the butt. I felt that wearing them in this way was offensive to me and to our other patrons in the branch.  I was helping a patron at the desk, with a transaction in Spanish that I preferred not to turn over to someone else. I asked out Deputy GH if he would ask the patron to pick up his pants.  The patron was sitting at one of the sofa chairs.  Deputy GH did not say anything other than ""library staff is asking if you could please lift up your pants.""  Mr. Meyer angrily told Deputy GH that he would no longer be coming to this library, gathered his things and went to the self check unit to check out his own material.  On his way out, he told the Deputy that he was on Social Security, held a college degree, and did not do drugs.
 
For documentation only","No","Yes","No","No","No","No","No","No","No","ID_0040",0,2023-03-21,0-01-01 11:24:00,"11:24:00","11:24:00 AM","Frank De La Cruz-El Pueblo",0-01-01 11:00:00,"11:00-11:59"
"200","22299","3/21/2023","11:53:00","Joel Valdez Main Library","Use and preservation of library materials and property","Use and preservation of library materials and property    Use and preservation of library materials and property: Other not listed: bed bugs","Submitted","Circ manager KW immediately noticed that DVDs returned at the counter had bed bugs. He quarantined the items immediately and cleaned the area. LIC CR submitted a facilities request and called KM to schedule potential fumigation. An L2 or LSM will contact the patron about the issue.","No","No","No","No","No","No","No","No","No","ID_0054",0,2023-03-21,0-01-01 11:53:00,"11:53:00","11:53:00 AM","Joel D. Valdez-Main",0-01-01 11:00:00,"11:00-11:59"
"201","22303","3/21/2023","12:44:00","Frank De La Cruz-El Pueblo Library","###############################################################################################################################################################################################################################################################","###############################################################################################################################################################################################################################################################","Submitted","Sheriff's Deputy GH was doing his rounds around the library when he saw a male patron passed out facedown with his neck on the bench and his body in a U shape (see photo) on the other side of the fence on the Southwest side of the library. Deputy GH turned the patron onto his back and then ran back into the library to grab some NARCAN and also quickly informed library staff. There was foil with burned marks and a straw that could be seen in his front right packet in plain view, which is indicative of fentanyl use from our experience.  Managing Librarian MS went out to assist him. Deputy GH gave him a dose of NARCAN and called for paramedics. He handed the used container to Managing librarian MS to keep track of used and non used ones. The patron's breathing was irregular, slow, and gasping for air with long period of time between breaths. Deputy GH gave the patron another dose of NARCAN about a minute later because patron was not responding to the first dose, and informed Managing Librarian MS that the patron was close to death. Deputy GH instructed Managing Librarian MS to flag down the paramedics and lead them through the gate. In that time, the patron came too, and he was responsive and talking to the fire department who had arrived first. Patron was transported to nearest medical facility
 
Case 230321165","No","Yes","No","No","No","Yes","No","No","No","ID_0004",0,2023-03-21,0-01-01 12:44:00,"12:44:00","12:44:00 PM","Frank De La Cruz-El Pueblo",0-01-01 12:00:00,"12:00-12:59"
"202","22305","3/21/2023","14:15:00","Joel Valdez Main Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.7.2 Harassment: Conduct, stares, or gestures causing fear of safety, distress, alarm, harassment","Submitted","Guard J called LIC BC about a patron who was following Guard E and whom Guard E felt was creepy. By this time, the patron had left and could be seen on the plaza speaking with suspended patron from incident 22229, who was also being creepy towards Guard E. For documentation purposes.","No","No","No","No","No","No","No","No","No","ID_0016",0,2023-03-21,0-01-01 14:15:00,"14:15:00","02:15:00 PM","Joel D. Valdez-Main",0-01-01 14:00:00,"14:00-14:59"
"203","22310","3/21/2023","14:45:00","Joel Valdez Main Library","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior","Dangerous, Threatening, or Illegal Conduct    1.1.6 Disorderly conduct, fighting, violence, threatening, intimidating    1.1.7 Harassing or stalking    1.1.7.3 Harassment: Profane, offensive, abusive language    1.1.7.4 Bullying per Pima County B.O.S. Policy D 23.1.~Disruptive Personal Behavior    2.1.1 Disruptive: Shouting or yelling    2.13 Failing to comply with staff request about behavior","Submitted","Unknown teenage patron came up to the 3rd floor to ask for a guest pass. He was accompanied by regular teenage patrons Cameron and Cayden. He was told he could use the teen guest pass on the 1st or 3rd floors, but if he wanted to be on the 2nd floor 101 Space, he would need to get a library card. The group wandered around the computer lab then headed downstairs. LA TW noticed that he had signed onto a 101 Space computer with the guest pass, and we (L2 KLW) could see Cameron and Cayden also signed on. KLW called LA RW at the 101 Space desk and asked him to issue the teen a library card if he wanted to use that space. The teen became argumentative and stated he didn't want to get a library card.
KLW was informed that he had signed on again with the guest pass, was logged off by staff, and began arguing again with another staff member LTA Sup KW. KLW went to the 101 Space to speak with the teen about his options. He became argumentative and interrupted explanations about computer use in the 101 Space. He was informed that he was now disrespecting multiple staff members and that if he wanted to use the computer he was sitting at, he could get a library card. He refused.
Not five minutes later, KLW received another notification that he had signed on again. LIC BC was called and went to inform the teen that he needed to leave the library for the day. The teen, along with Cameron and Cayden, got up and began exiting the library. On the way out, the teen began yelling abusive things directed at Guard M, LIC BC, and a random patron who was working on an Express computer on the 1st floor. He continued cursing and yelling back at the library while on the plaza.
--
Upon looking into the incident tracker and possible suspensions, Cayden and what appear to be this teen had been suspended from Columbus library Friday, March 17th for one month. Cayden's suspension will remain intact and the other teen's will be extended one month from today, Tuesday, March 21st.","No","No","No","No","No","No","No","No","No","ID_0007",0,2023-03-21,0-01-01 14:45:00,"14:45:00","02:45:00 PM","Joel D. Valdez-Main",0-01-01 14:00:00,"14:00-14:59"
"204","22306","3/21/2023","15:00:00","Flowing Wells Library","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior","Dangerous, Threatening, or Illegal Conduct    1.1.6 Disorderly conduct, fighting, violence, threatening, intimidating~Disruptive Personal Behavior    2.1 Disruptive behavior    2.1.1 Disruptive: Shouting or yelling","Submitted","L1 PC and L1 KN noticed a group of kids shouting in the parking lot. They were circling up with three ready to fight. L1 PC and L1 KN went out to assess the situation. Regular teen patrons Tristan and Chance were recognized trying to fight a third unknown teen. The unknown teen left quickly. L1 PC and L1 KN spoke with Chance and Tristan about what to do if someone is threatening to fight them, but the teens refused to listen and became verbally combative. They were then asked to leave library property for the day.","No","No","No","No","No","No","No","No","No","ID_0042",1,2023-03-21,0-01-01 15:00:00,"15:00:00","03:00:00 PM","Flowing Wells",0-01-01 15:00:00,"15:00-15:59"
"205","22311","3/21/2023","16:18:00","Frank De La Cruz-El Pueblo Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1 Any criminal offense    1.1.8 Illegal drugs or alcohol: possessing, selling, or using","Submitted","AT 4:18, Patron Monica Conderre walked in and asked LA MD for a computer pass and walked over to computer 18.  She sat down and can be seen swaying in her chair and she never logged into the computer. At 4:35 patron still has not log into the computer and continued to sway and lean to her right side when she falls out of her chair and stays on the floor for about 3 seconds. LA MD goes up to the patron and askes if she was ok, and the patron responded, yes she is ok. After the fall, the patron finally logs on to the computer and then logs out at 4:41. She goes to the front desk and asks if she could use the restroom, and LA MD said yes we just need her ID. She then asked the patron if she was  sure she was ok? Managing Librarian MS came out, and noticed the patron had a full red face, and bruises on both sides of her upper cheek bones under her eyes. Managing Librarian said, Do you need help ma'am, do you want us to call an ambulance? Patron said ""no, I'm just homeless, and I was sleeping and someone tried to steal my stuff and beat me up."" LA MD opened the restroom for her, and Managing Librarian MS gathered some resources to give her with her ID, in case she needed help. She exits the restroom and MS hand her back her ID and resources and she leave the building. Managing Librarian MS checks the restroom for drug use and there was a chemical smell in the restroom, MS ran out gaging. LA MD also checked the restroom, and proceeded to gag and throw up as well from the drug smell. Patron will be suspended for drug use in the restroom.","No","No","No","No","No","No","No","No","No","ID_0004",1,2023-03-21,0-01-01 16:18:00,"16:18:00","04:18:00 PM","Frank De La Cruz-El Pueblo",0-01-01 16:00:00,"16:00-16:59"
"206","22302","3/21/2023","23:30:00","Himmel Park Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.9 Trespassing","Submitted","Staff identified a patron on the computers as the patron from 000022284. He initially denied that it was him, but when Security Guard RP and Librarian MK reviewed a security still, they confirmed that it was the same person and gave him his suspension letter, indicating that he could not return to any PCPL library until 4/14. He left quietly with the suspension letter, crumpling it up as he left. Because he had signed into the computer with his library card, we were able to obtain a name to attach to this and the prior incident.","Yes","No","No","No","No","No","No","No","No","ID_0062",0,2023-03-21,0-01-01 23:30:00,"23:30:00","11:30:00 PM","Himmel Park",0-01-01 23:00:00,"23:00-23:59"
"207","22313","3/22/2023","13:45:00","Himmel Park Library","Disruptive Personal Behavior","Disruptive Personal Behavior    2.1.1 Disruptive: Shouting or yelling    2.1.3 Behaving in a way that could hurt oneself or others","Submitted","Patron had been crying and sobbing at the public PCs. A few staff members checked on him over the course of an hour but he always settled down. When his crying became loud again, L1 MK went to check on him and he started to ramble loudly to her, sobbing every so often. MK asked if we could call anyone for him and he gave us the name of his caseworker at CODAC. LA BM attempted to call her as MK sat with the patron.
He was re-routed to the Crisis Hotline, who would not speak with the patron without his desire to do, and they recommended to call 911, which BM did shortly before 2. 911 routed back to the Crisis Hotline and they said they would send someone out. LA BM finished speaking with the Crisis Hotline shortly after 2.
All this time, the patron was still rambling and crying, very loudly. He made accusations against various entities and asked for the FBI or a Pima County Sheriff. At times he asked where he was and if what he was experiencing was real. Sometimes he accused L1 MK of wanting to kill him and sometimes paid her lavish compliments. After a period of time in which MK was able to get him to walk outside and then settle in the study room, he asked to sit at the computer and listen to music around 2:30. He had calmed down somewhat so MK helped him get back on the computer and find the music he requested, and he was reasonably calm but still sometimes making faces of distress from that point. 
Adam from the Crisis hotline arrived about 3:00. He was concerned about how much alcohol the patron might have had to drink and called Tucson Fire EMTs, who arrived at 3:10 and checked him over.","No","No","Yes","No","No","No","Yes","Yes","Yes","ID_0062",0,2023-03-22,0-01-01 13:45:00,"13:45:00","01:45:00 PM","Himmel Park",0-01-01 13:00:00,"13:00-13:59"
"208","22314","3/22/2023","17:10:00","Flowing Wells Library","Disruptive Personal Behavior~Use and preservation of library materials and property","Disruptive Personal Behavior    2.13 Failing to comply with staff request about behavior~Use and preservation of library materials and property    3.1 Manipulating or bypassing library rules, such as computer use","Submitted","Ilan continuously books study rooms and many times is either extremely late or goes into rooms without reserving them. He is argumentative.  Today at 1:00, he went into a room without reserving and LA LW asked him to leave. He then reserved a room for 3:30 to 5:30 but didn't show up, so staff gave his spot to another library user. He then came in at 5:00 and didn't check in at the desk but just went into a study room. LIC KM talked to him about library study room rules and he argued with her about how the rules are stupid and that the library should be quiet anyway and he shouldn't need to get a room.  KM let him know that this was his official warning and if he is not compliant with library rules and staff requests going forward, that he would be suspended. He told her that he'd go to a different library. 
At 5:55 LTA AD went to lock the bathrooms and Ilan was sitting on the bench in the hallway just across from them. He stopped her to ask why it was such a big deal that he reserve a room, when in the past, he never had to. She reminded him that his booking was from 3:30 - 5:30 and when he didn't show up, we gave the room to someone else so essentially he didn't have the room anymore. He told her that as he was in the building at 3:30 we should have come to get him. She told him that these were unrealistic expectations of staff. He argued saying that she saw him so should have come to get him. The library closed and he left.","No","No","No","No","No","No","No","No","No","ID_0058",0,2023-03-22,0-01-01 17:10:00,"17:10:00","05:10:00 PM","Flowing Wells",0-01-01 17:00:00,"17:00-17:59"
"209","22315","3/23/2023","11:15:00","Salazar-Ajo Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.8 Illegal drugs or alcohol: possessing, selling, or using","Submitted","Librarian 2 DB noticed an odd sound coming from the restroom and went to investigate. Patron Jason Marquez came out of the hallway singing and humming to himself. The patron left and returned to the other side of the building. When DB and CS returned to the service desk LTA KV stated that she was noticing a strange smell. DB and CS went to investigate and a strong chemical smell was coming from the hallway and wafting into the children's area. DB closed the door to the hallway and called 911 to have someone from the sheriff's department come and investigate the odor. When officer Lozano arrived he went straight to the hallway and identified the odor as fentanyl. He asked who had used the area last and we identified the patron. This is the second time the patron had used the restroom just previously to this smell. Officer Lozano removed Jason Marquez from the library and issued a one year suspension.","No","No","Yes","Yes","No","No","No","No","No","ID_0056",1,2023-03-23,0-01-01 11:15:00,"11:15:00","11:15:00 AM","Salazar-Ajo",0-01-01 11:00:00,"11:00-11:59"
"210","22317","3/23/2023","11:30:00","Joel Valdez Main Library","Disruptive Personal Behavior","Disruptive Personal Behavior    2.1 Disruptive behavior","Submitted","Regular patrons Michelle and Brendan were attending the Our Space program. Michelle asked if the cake being served had coconut, and L1 CR said she didn't think so, but she wasn't sure. Michelle took a slice of cake. After taking her first bite, she said that it tasted like coconut and had chunks of coconut in it. She went to the restroom and spit it out, then said she felt sick and short of breath. LA NG called the bakery and confirmed with them that there was no coconut in the cake, but Michelle still felt that she was having an allergic reaction. She left the library.
Brendan was upset and confrontational with staff. LIC CS was called and spoke with Brendan. He felt that Our Space staff were responsible for Michelle getting sick. He wanted staff to cancel the Our Space program and permanently stop serving food, as well as wanting to make a formal complaint about CR and get her food license revoked. CS gave him LSM EDL's phone number to make a complaint and talked with him about our food handling policy and where Our Space gets its food, after which he calmed down considerably.
Michelle reentered the library and went up to sit on the third floor. CS checked in with her to see if she was feeling better. She said she still felt sick and short of breath, but refused medical attention and did not want CS to call 911. She was visibly upset and embarrassed and said she just wanted to go home. Michelle and Brendan left the library at around 12:45pm.","No","No","No","No","No","No","No","No","No","ID_0026",0,2023-03-23,0-01-01 11:30:00,"11:30:00","11:30:00 AM","Joel D. Valdez-Main",0-01-01 11:00:00,"11:00-11:59"
"211","22318","3/23/2023","12:50:00","Murphy-Wilmot Library","Disruptive Personal Behavior","Disruptive Personal Behavior    2.1 Disruptive behavior    2.1.2 Disruptive use of personal devices    2.13 Failing to comply with staff request about behavior","Submitted","At approximately 12:50p, a customer came to the desk to complain that customer Steve Montes was talking on the phone so loudly that he was interfering with their ability to use computers.  Lib3 KK asked Mr. Montes to take his call outside or in the cafe area.  He refused repeated requests and continued on his call for approximately 30 more minutes causing more customer complaints.  When Mr. Montes finished his call, KK told him that he had to leave for the day.  He again refused and started another call.  KK explained to him (while he was on his new call) that his suspension would be extended because he was continuing to fail to comply with staff directions.  Mr. Montes demanded a letter which KK said she would give him when he got outside.  He continued to fail to comply and then Mr. Montes called 911 to report library staff making him leave the building.  Library staff also called 911.  Officer Deloria arrived, made Mr. Montes aware that he is suspended from all PCPL locations until 4/6/23 and - after a bit of back and forth - was able to escort Mr. Montes from the building at about 1:50pm.","Yes","No","Yes","No","No","No","No","No","No","ID_0028",1,2023-03-23,0-01-01 12:50:00,"12:50:00","12:50:00 PM","Murphy-Wilmot",0-01-01 12:00:00,"12:00-12:59"
"212","22320","3/23/2023","15:00:00","Joel Valdez Main Library","Dangerous, Threatening, or Illegal Conduct~Use and preservation of library materials and property","Dangerous, Threatening, or Illegal Conduct    1.1.8 Illegal drugs or alcohol: possessing, selling, or using~Use and preservation of library materials and property    3.3 Food or beverage: unclean, disruptive, or damaging    3.4 Eating at computer    3.5 Failure to clean up after eating/drinking","Submitted","On 3/24/23 at 10:19 a.m. LIC DSL was informed that two young men who were drinking White Claws and eating at the 3rd floor computers yesterday had returned. DSL and guard JT went and spoke with them. DSL let them know that they could not drink alcohol in the library and they could not eat at the computers, and that it was expected that if they did eat in the library, they would clean up after themselves. She let them know if this happened again they would be asked to leave the library. The two young men said it was not them, and DSL said that both a guard and a staff person had positively identified them. One of the young men apologized and admitted to leaving some food mess. DSL gave them a copy of the Code of Conduct for reference.","Yes","No","No","No","No","No","No","No","No","ID_0011",1,2023-03-23,0-01-01 15:00:00,"15:00:00","03:00:00 PM","Joel D. Valdez-Main",0-01-01 15:00:00,"15:00-15:59"
"213","22321","3/24/2023","12:00:00","Himmel Park Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.9 Trespassing","Submitted","When HR went out to be on desk, she recognized that a customer who had been suspended from WIL was working at the computer. She and the security guard handed the customer a copy of his suspension letter and reminded him that he could not visit any libraries while suspended. At first he refused to accept the letter, saying it was unsigned, then he argued that he had only been suspended for one day. HR reiterated his suspension date and told him he needed to leave. He took about ten minutes to finish up on the computer and gather his belongings, and on his way out, asked a different staff person for the name of Himmel's manager.
This customer had been inside Himmel yesterday as well but staff didn't realize he was suspended at that time. While here, he asked staff for the name of the Wilmot manager.","Yes","No","No","No","No","No","No","No","No","ID_0009",0,2023-03-24,0-01-01 12:00:00,"12:00:00","12:00:00 PM","Himmel Park",0-01-01 12:00:00,"12:00-12:59"
"214","22322","3/24/2023","15:45:00","Joel Valdez Main Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.7.2 Harassment: Conduct, stares, or gestures causing fear of safety, distress, alarm, harassment    1.1.7.3 Harassment: Profane, offensive, abusive language","Submitted","A man named Willie was sitting at a 3rd floor table and had the volume on his tablet turned way up. The beeps as he pressed the numbers on his device carried audibly throughout the floor.
LA TW said to him, ""The 3rd floor is the quiet floor if you could please turn down the volume on your device."" 
""You made me screw it up,"" Willie said, angrily. TW said, ""I was just informing you that the third floor is the quiet area."" 
TW turned around to walk back to the desk and Willie said, ""Fuck you."" TW went back to the 3rd floor desk and Willie said, ""Yeah, you just stay there."" He glared at TW. 
LIC DSL was called to talk with Willie. DSL attempted to explain the policy, and Willie said he would move to a different floor. DSL said that actually, he would need to leave, because he had said ""Fuck you"" to one of her colleagues, and that was not okay. Willie stood up angrily and said, ""Did you hear it? Huh? Did you hear me say that?""
At this point Officer Corrales stepped in. He asked Willie to leave the building and walked with him outside to the plaza. Willie, who asked to make a complaint with the officer, talked to Officer Corrales for a while. Officer Corrales let Willie know that he had been asked to leave and the soonest he could return would be Monday.","Yes","Yes","No","No","No","No","No","No","No","ID_0011",1,2023-03-24,0-01-01 15:45:00,"15:45:00","03:45:00 PM","Joel D. Valdez-Main",0-01-01 15:00:00,"15:00-15:59"
"215","22337","3/24/2023","22:55:00","Richard Elias-Mission Library","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior~Use and preservation of library materials and property","Dangerous, Threatening, or Illegal Conduct    1.1.8 Illegal drugs or alcohol: possessing, selling, or using~Disruptive Personal Behavior    2.8 Smoking, rolling, using tobacco, marijuana, e-cigarettes~Use and preservation of library materials and property    3.7 Activities not associated with a public library","Created","Person seen setting up camp/sleeping at the front doors of Mission Library. 
This person has been asked to move off of the property and told not to camp in the front landscape multiple times. 
In this instance there are 4 people present. 
Man is seen lighting up something and woman is seen drinking from alcohol bottle.
The person who shows up in a car may be Crisis Help.","No","No","No","No","No","No","No","No","No","ID_0041",0,2023-03-24,0-01-01 22:55:00,"22:55:00","10:55:00 PM","Richard Elias-Mission",0-01-01 22:00:00,"22:00-22:59"
"216","22323","3/27/2023","08:00:00","Murphy-Wilmot Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.8 Illegal drugs or alcohol: possessing, selling, or using","Submitted","Lib1 KB found burned foil, a purse that appeared to have been dumped out, shoes and considerable garbage immediately outside the eastside Large Meeting Room exterior exit.","No","No","No","No","No","No","No","No","No","ID_0028",0,2023-03-27,0-01-01 08:00:00,"08:00:00","08:00:00 AM","Murphy-Wilmot",0-01-01 08:00:00,"08:00-08:59"
"217","22324","3/27/2023","16:50:00","Murphy-Wilmot Library","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior","Dangerous, Threatening, or Illegal Conduct    1.1.6 Disorderly conduct, fighting, violence, threatening, intimidating    1.1.7.3 Harassment: Profane, offensive, abusive language    1.1.8 Illegal drugs or alcohol: possessing, selling, or using~Disruptive Personal Behavior    2.1 Disruptive behavior","Submitted","Customer who identified himself as ""Jeffrey"" was muttering, singing, crying and clearly drunk in the computer lab.  L1 KB approached him and he asked her to call a ""detective"" because his daughters had been molested.  KB offered to call 911 but he was adamantly against it.  L3 KK joined them and, based on the conversation, it was decided to call the Community Crisis Line at 4:52pm.  Customer became louder and more belligerent and was drinking alcohol.  KK approached him again asking him to quiet down and telling him the Crisis Team was on the way.  Jeffrey said that he wanted 911 instead.  KK called 9-911 at 5:19pm and was told that they would request an officer and the Crisis Team.  Customer's behavior further escalated.  He was loudly shouting ""Fuck you!"" multiple times.  KK and guard E approached and asked if he would move to the front lobby of the building.  Customer became further enraged and shouted, ""You're evil bitches"" and ""I'm going to get you.""  KK called 9-911 again at 5:29pm and explained that the customer was becoming increasingly threatening, she was concerned he would become violent and that there were children in the building.  911 operator could hear the shouting in the background and said that the call had now been marked a ""priority.""  Customer then stood up waving his hands over his head loudly shouting the racial ""N"" word in the presence of black customers and staff including children.  The customers in the study room wanted to confront the man.  KK stopped them and assured them that police were on their way.  The man then starting stomping towards customers and screaming ""just shoot me"" while holding his fingers up to his head.  KK decided to evacuate the building at 5:37pm and asked LTASup AP to call 911 to update them on the customer's behavior and the evacuation being in progress.  During the evacuation, another customer was calling 911.  KK brought the 2 unattended minors into the workspace for their safety.  The Crisis Team member arrived at 5:40pm and decided that it would not be safe for her to engage with Jeffrey without police assistance.  She called EMTs as well.  The man curled up on the floor after consuming another large container of alcohol.  Police arrived at 5:47p.  Staff went into the backroom.  Police removed him from the building at 5:51pm.  Police discovered that the customer had been released from a Saint Joseph's Hospital mental health program at about 2:30pm.  He was transported back to St. Joe's.  Police trespassed him from all PCPL locations for 1 year.","Yes","No","Yes","Yes","No","Yes","Yes","No","No","ID_0028",1,2023-03-27,0-01-01 16:50:00,"16:50:00","04:50:00 PM","Murphy-Wilmot",0-01-01 16:00:00,"16:00-16:59"
"218","22326","3/28/2023","11:00:00","Joel Valdez Main Library","###############################################################################################################################################################################################################################################################","###############################################################################################################################################################################################################################################################","Submitted","Regular on the plaza D was out in front of the library in a wheelchair. His pants were open and he was nonresponse when guard M tried to wake him. LIC CR called 911 and while waiting for paramedics, D roused enough to say he was in pain and needed to be moved to the shade.  He kept falling asleep while speaking to CR and M. Paramedics came and assessed. D refused transport. He told guard JT that he was experiencing sun poisoning. We asked him to come inside and gave him a bottle of water and a snack.","No","No","No","No","No","No","No","No","No","ID_0054",0,2023-03-28,0-01-01 11:00:00,"11:00:00","11:00:00 AM","Joel D. Valdez-Main",0-01-01 11:00:00,"11:00-11:59"
"219","22327","3/28/2023","11:30:00","Joel Valdez Main Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.5 Indecent exposure, public indecency, lewd, other sexual offense    1.1.7.3 Harassment: Profane, offensive, abusive language","Submitted","A female patron came to LA BD on 3rd floor and said that the person next to her at the computer lab had solicited sex from her. She asked that she not be involved and she was leaving. LIC CR spoke to the patron who is a regular. He denied that he had spoken to anyone that day. She asked him to leave for the day and told him he was welcome back tomorrow.","No","No","No","No","No","No","No","No","No","ID_0054",0,2023-03-28,0-01-01 11:30:00,"11:30:00","11:30:00 AM","Joel D. Valdez-Main",0-01-01 11:00:00,"11:00-11:59"
